;data;user id3;tweets
89;2020-11-05 20:24:31+00:00;2,40E+32;DataFolha - São Paulo - #3  Bruno Covas/PSDB: 28% (+5%) Russomanno/REP: 16% (-4%) Boulos/PSOL: 14% (=) Márcio Franç… https://t.co/1xCT7zbLI5
90;2020-11-05 20:24:28+00:00;2,40E+32;RT @kimpkat: De acordo com matéria do @Estadao a campanha do Boulos tem cativado o público gamer pq fez uma live com 80 mil views de Among…
91;2020-11-05 20:24:26+00:00;2,40E+32;e o boulos encostando no russomano ??//
92;2020-11-05 20:24:23+00:00;2,40E+32;RT @glaubermacario: Datafolha em São Paulo:   Covas 28% Russomanno 16% Boulos 14% França 13%
93;2020-11-05 20:24:23+00:00;2,40E+32;E vamos de Boulos! https://t.co/U0KKvyCuc8
94;2020-11-05 20:24:22+00:00;2,40E+32;RT @SamPancher: Datafolha mostra empate técnico entre Russomano
95;2020-11-05 20:24:20+00:00;2,40E+32;@marciofrancasp rumo ao 2º turno! É o candidato que mais cresce nas pesquisas! 🚀🚀🚀 #Virada40SP https://t.co/wGJVlJ2C63
96;2020-11-05 20:24:19+00:00;2,40E+32;RT @sarah_ceni: Não votem em BrunoDoria
97;2020-11-05 20:24:18+00:00;2,40E+32;Cravo aqui: se o Tatto não sair e apoiar o Boulos
98;2020-11-05 20:24:17+00:00;2,40E+32;@ww_cironatico O candidato do PT vai tirar o Boulos do segundo turno
99;2020-11-05 20:24:17+00:00;2,40E+32;@LulaOficial Para ai po
100;2020-11-05 20:24:16+00:00;2,40E+32;RT @PaolaCarosella: E por falar em virada .. aqui temos o boulos do meu niver q foi uma delicia ! #votasaopaulo @GuilhermeBoulos https://t.…
101;2020-11-05 20:24:14+00:00;2,40E+32;RT @gustavocastanon: Datafolha São Paulo:  Bruno 28% Russomano 16% Boulos 14% França 13%  Ninguém segura mais! É França no segundo turno!
102;2020-11-05 20:24:06+00:00;2,40E+32;@priscilllando Muita gente vai ir no voto útil no França. Os centristas
103;2020-11-05 20:24:05+00:00;2,40E+32;Acredito que Boulos vá para o segundo turno em https://t.co/5uSn8ErjwQ
104;2020-11-05 20:24:05+00:00;2,40E+32;Acabou o fôlego do Boulos? Se tiver segundo turno e for Covas e França
105;2020-11-05 20:24:04+00:00;2,40E+32;RT @patonalaranja: Datena torcendo pro Boulos.  2020
106;2020-11-05 20:24:04+00:00;2,40E+32;tudo bem que é o número
107;2020-11-05 20:24:03+00:00;2,40E+32;O que falamos mais cedo foi reforçado com a pesquisa de agora
108;2020-11-05 20:24:01+00:00;2,40E+32;@Lorpeam torcendo pro Boulos não ir só pra rir do twitteiro
109;2020-11-05 20:24:00+00:00;2,40E+32;meu sonho o boulos no segundo turno https://t.co/tE03irLfBE
110;2020-11-05 20:23:58+00:00;2,40E+31;@tah_viapiana @silvioluiz Pra ter intenção de voto no Boulos
111;2020-11-05 20:23:56+00:00;2,40E+32;É disso que se fala. Márcio França 40 vem com tudo rumo ao 2° turno pra derrotar Brunodória  Segura essa… https://t.co/0xcKS9CjBD
112;2020-11-05 20:23:56+00:00;2,40E+32;A democracia permite coisas terríveis quando desvirtuada
113;2020-11-05 20:23:55+00:00;2,40E+32;será que russomanno derrete até dia 15? hmm
114;2020-11-05 20:23:55+00:00;2,40E+32;BORA BOULOS https://t.co/Or2d6ssa9E
115;2020-11-05 20:23:53+00:00;2,40E+32;@priscilllando pode escrever ai @priscilllando  vai ser boulos x arthur.  ninguém vota no marcio frança
116;2020-11-05 20:23:52+00:00;2,40E+32;São Paulo quer mudança! SP é Arlindo 40.300 e Márcio França 40! https://t.co/Ru6QJOIFWt
117;2020-11-05 20:23:46+00:00;2,40E+32;"russomano derretendo.... Pesquisa Datafolha em São Paulo: Covas, 28%; Russomanno, 16%; Boulos, 14%; França, 13% | E… https://t.co/JcUiro2ImN"
118;2020-11-05 20:23:46+00:00;2,40E+32;VAI BOULOS CARALHO! #ViradaComBoulos50  #ViraSP50 https://t.co/wBaNWbWs66
119;2020-11-05 20:23:45+00:00;2,40E+32;@samirsalimjr Meus votos são #Boulos e #AndreaWerner &lt
120;2020-11-05 20:23:42+00:00;2,40E+32;@g1 A melhor opção seria o França pra ir pro segundo turno com o Covas. Pq o Boulos não deve ganhar no segundo turn… https://t.co/zXNERAS21m
121;2020-11-05 20:23:42+00:00;2,40E+32;Pesquisa Datafolha foi excelente pro Covas e interessante pro França.  Boulos pode ter atingido pico e Russomanno s… https://t.co/e1NoKFgQLf
122;2020-11-05 20:23:40+00:00;2,40E+32;RT @viniciusduarte: Russomanno não tá derretendo
123;2020-11-05 20:23:40+00:00;2,40E+32;@varella Covas
124;2020-11-05 20:23:35+00:00;2,40E+32;"Datafolha: Covas com 28%; Boulos, Russomanno e França empatados ao redor de 15%.  https://t.co/RsCXLgku83"
125;2020-11-05 20:23:34+00:00;2,40E+32;RT @ManuelaDavila: Vitória da liberdade de expressão! O TSE determinou por 6x1 que a live do Caetano para arrecadar doações para a minha ca…
126;2020-11-05 20:23:34+00:00;2,40E+32;@marcolinosccp Márcio França é muito ruim?
127;2020-11-05 20:23:34+00:00;2,40E+32;Amigos do PT
128;2020-11-05 20:23:31+00:00;2,40E+32;@gomesdudis mas isso era o esperado
129;2020-11-05 20:23:23+00:00;2,40E+32;@fsmcruz Ainda tenho fé no Boulos pra EMBOULAR o 2º turno.
130;2020-11-05 20:23:23+00:00;2,40E+32;@celsorussomanno Russomanno 10!  Temos que livrar São Paulo do PSDB/China.
131;2020-11-05 20:23:19+00:00;2,40E+32;"RT @UOLNoticias: Russomanno recua mais e empata em 2º com Boulos e França; Covas vai a 28% e se isola em 1º, diz Datafolha https://t.co/P3s…"
132;2020-11-05 20:23:18+00:00;2,40E+32;@priscilllando Mas veja pela rejeição do Boulos
133;2020-11-05 20:23:15+00:00;2,40E+32;O Boulos abatumou!  #AquiTemPalavra #MárcioFrança40
134;2020-11-05 20:23:14+00:00;2,40E+32;CENÁRIOS DE 2º TURNO  Bruno Covas 57% x 27% Celso Russomanno (branco/nulo: 15%
135;2020-11-05 20:23:13+00:00;2,40E+32;REJEIÇÃO  Celso Russomanno: 47% Joice Hasselmann: 30% Bruno Covas: 25% Jilmar Tatto: 23% Guilherme Boulos: 22% (...) Márcio França: 14%
136;2020-11-05 20:23:13+00:00;2,40E+32;@umaluqualquer é curioso que a rejeição ao Boulos não suba na medida em que ele sobe.
137;2020-11-05 20:23:12+00:00;2,40E+32;Boulos bê like Lets Go invadi casa 🤡🤡🤡
138;2020-11-05 20:23:11+00:00;2,40E+32;Russomanno vai derretendo
139;2020-11-05 20:23:10+00:00;2,40E+31;(agora sim) GO BOULOS https://t.co/IvEoR5xgU6
140;2020-11-05 20:23:07+00:00;2,40E+32;Boulos e França se matando pelo terceiro lugar
141;2020-11-05 20:23:02+00:00;2,40E+31;@IvanValente A chapa do Psol é magnífica justamente por reunir Boulos e Erundina.  MEU VOTO É DE BOULOS E ERUNDINA!
142;2020-11-05 20:22:58+00:00;2,40E+32;meu boulos empatando com o lixomano e vai pro segundo turno com o covas  AULAS  preparando o dedo que vou AFUNDAR o 50 na urna dia 15
143;2020-11-05 20:22:54+00:00;2,40E+32;@eoqigo eu nao aguento esse povo
144;2020-11-05 20:22:53+00:00;2,40E+32;Acho que a reciclagem do jingle ajudou o Marcio França
145;2020-11-05 20:22:53+00:00;2,40E+32;@cadutimao2102 Boulos não dorme de jeito nem um hoje kkk
146;2020-11-05 20:22:53+00:00;2,40E+32;eita porra e meu pai q falo q ia fala pros amigo dele vota no boulos tbm    caralho por essa eu não esperava
147;2020-11-05 20:22:52+00:00;2,40E+32;jilmar tatto  olha o nome da figura  como votar em alguém com isso?
148;2020-11-05 20:22:51+00:00;2,40E+32;Russomanno sumindo.  Problema é que os votos dele tão indo pro Márcio França aparentemente https://t.co/pLnsaC0uAb
149;2020-11-05 20:22:50+00:00;2,40E+32;"Pesquisa Datafolha em São Paulo: Covas, 28%; Russomanno, 16%; Boulos, 14%; França, 13%  https://t.co/ZwRA3N5vB3"
150;2020-11-05 20:22:50+00:00;2,40E+32;@deccache Qual a esperança do boulos de ganhar mesmo que no segundo turno se os votos dos que se dizem esquerda não chegam a 30 por cento?
151;2020-11-05 20:22:48+00:00;2,40E+31;Eu queria Boulos no 2° turno pra perder pro PSDB sem ter de votar no PSDB
152;2020-11-05 20:22:44+00:00;2,40E+32;Boulos estagnou no Datafolha
153;2020-11-05 20:22:43+00:00;2,40E+32;É Boulos e Erundina que representam uma mudança de rumos na Prefeitura e o DataFolha de hoje aponta chances muito c… https://t.co/tBV03HAJ73
154;2020-11-05 20:22:42+00:00;2,40E+32;@Enricoolivas num eventual segundo turno
155;2020-11-05 20:22:42+00:00;2,40E+32;@marloncastros O brasileiro em si não aprende nunca... torcendo pra que em SP o negócio mude e o boulos consiga ir pro 2°turno
156;2020-11-05 20:22:40+00:00;2,40E+32;o boulos n tá conseguindo capitalizar nenhum voto do russomano
157;2020-11-05 20:22:39+00:00;2,40E+32;@IvanValente A minha chapa de predileção é a de BOULOS e ERUNDINA
158;2020-11-05 20:22:39+00:00;2,40E+32;Boulos ensinando como se faz.  Melhor campanha em linha reta. https://t.co/37iw3HnLEh
159;2020-11-05 20:22:38+00:00;2,40E+32;Eu apostei na época do debate da Band que quando Russomanno despencasse o principal beneficiado seria o Márcio Fran… https://t.co/GjlBU2uxnW
160;2020-11-05 20:22:37+00:00;2,40E+32;RT @Mathector: Boulos está literalmente defendendo subsídios ao carro na cidade de São Paulo.  Estima-se que estacionamento gratuito aument…
161;2020-11-05 20:22:36+00:00;2,40E+32;"RT @roxmo: Russomanno associa homenagem da prefeitura a Movimento Negro com ""vandalismo"" https://t.co/ZZsZ5Yle5J // E é. Se por acaso fosse…"
162;2020-11-05 20:22:34+00:00;2,40E+32;RT @afrolatinocae: Boulos somente 2pts atrás do Russomano na nova DataFolha. Fica
163;2020-11-05 20:22:33+00:00;2,40E+32;RT @JacBolsonaro: Alô São Paulo
164;2020-11-05 20:22:31+00:00;2,40E+32;RT @EstadaoPolitica: Videogame
165;2020-11-05 20:22:25+00:00;2,40E+32;@EmannuelAlves ** e *** atrapalhando a união das tribos no Boulos
166;2020-11-05 20:22:22+00:00;2,40E+32;"RT @g1saopaulo: Pesquisa Datafolha em São Paulo: Covas, 28%; Russomanno, 16%; Boulos, 14%; França, 13% ==&gt; https://t.co/8mYFaINnpI #G1SP"
167;2020-11-05 20:22:20+00:00;2,40E+32;RT @IvanValente: Russomanno teve que conceder direito de resposta ao Boulos. Ele usou o horário eleitoral para mentir sobre Boulos
168;2020-11-05 20:22:18+00:00;2,40E+32;@thiagofssousa Eu diria que hoje só dá pra ter certeza com o Covas hoje se der Russomanno no 2º turno
169;2020-11-05 20:22:17+00:00;2,40E+32;esse novo bilhete unico eh muito feio preferia o azul com fotinho bruno covas eu te abomino https://t.co/Kya9sMHcps
170;2020-11-05 20:22:16+00:00;2,40E+32;Russo ainda tem chance mínima de segurar
171;2020-11-05 20:22:15+00:00;2,40E+32;Quando o França passar o Boulos na próxima pesquisa
172;2020-11-05 20:22:14+00:00;2,40E+32;Datena torcendo pro Boulos.  2020
173;2020-11-05 20:22:12+00:00;2,40E+32;@viniciusduarte Parece q Márcio França vai roubar a maioria desses votos do Russomano.
174;2020-11-05 20:22:10+00:00;2,40E+32;Datafolha também aponta que embolou DEMAIS a disputa em São Paulo.  Bruno Covas (PSDB) - 28% Celso Russomanno (Repu… https://t.co/Mj9akUg1uJ
175;2020-11-05 20:22:03+00:00;2,40E+32;Amigos de São Paulo que vão votar no Tatto:  Votem no Boulos.  Faça esse favor à sua cidade.
176;2020-11-05 20:22:03+00:00;2,40E+32;SP vai dá brecha pro Boulos... Mds 😂😂😂 https://t.co/iE5Mvxdnn4
177;2020-11-05 20:22:02+00:00;2,40E+32;Boulos no segundo turno é melhora da morte os paulista não vão fazer isso.
178;2020-11-05 20:21:58+00:00;2,40E+32;@joicehasselmann @jairbolsonaro Vc tá perdendo até pro Boulos ...QUE VERGONHA !!! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
179;2020-11-05 20:21:58+00:00;2,40E+32;RT @DCM_online: Datafolha: Russomanno despenca e empata em 2º com Boulos e Márcio França https://t.co/sFQyAf9G1Q
180;2020-11-05 20:21:57+00:00;2,40E+32;@andersoncs_ Pois é. Fica a lição para a esquerda que sempre fica acuada ou se deixa acuar. A causa de Boulos é mais do que justa.
181;2020-11-05 20:21:56+00:00;2,40E+32;PT vai tirar Boulos do segundo turno... https://t.co/Lhmazm1KXe
182;2020-11-05 20:21:56+00:00;2,40E+30;Pesquisa @Data_Folha para prefeitura de São Paulo (SP). Foram ouvidos 1.260 paulistanos entre os dias 3-4/nov. Marg… https://t.co/C9iWX07w8v
183;2020-11-05 20:21:55+00:00;2,40E+32;RT @GuilhermeBoulos: A rádio peão vai vencer as máquinas! Vamos virar o jogo! #ViraSP50  https://t.co/NkORyLwzOi
184;2020-11-05 20:21:54+00:00;2,40E+32;vei russomanno pqp paulista mt burros cara https://t.co/70sB9SXMNU
